run_id,t_seconds,config,mitigation,antagonist_active,throughput,claim_p50,claim_p95,claim_p99,e2e_p50,e2e_p95,e2e_p99,n_dead_tup,n_live_tup,table_bytes,index_bytes,queue_depth,oldest_backend_xmin_age,last_autovacuum
M3,85,saturated,M3,false,1300.000,1.792,2.342,2.778,38085.789,38304.155,38319.919,105050,107073,16318464,7348224,49262,1,2026-08-03T10:26:41.551831Z
M3,86,saturated,M3,false,1337.000,1.655,2.414,3.564,38081.960,38302.691,38335.816,107695,108346,16580608,7462912,49429,1,2026-08-03T10:26:41.551831Z
M3,87,saturated,M3,false,1283.000,1.849,2.495,2.860,38072.350,38288.905,38317.904,110349,109853,16818176,7593984,49349,20,2026-08-03T10:26:41.551831Z
M3,88,saturated,M3,false,1318.000,1.769,2.330,2.847,38052.684,38290.519,38338.828,112947,111053,17055744,7708672,49262,1,2026-08-03T10:26:41.551831Z
M3,89,saturated,M3,false,1302.000,1.773,2.317,2.580,37992.497,38214.088,38229.405,115586,112286,17317888,7823360,49409,1,2026-08-03T10:26:41.551831Z
M3,90,saturated,M3,false,1245.000,1.560,4.181,19.619,38059.812,38296.003,38309.839,118168,113753,17522688,7929856,49424,1,2026-08-03T10:26:41.551831Z
M3,91,saturated,M3,false,1321.000,1.594,2.556,10.384,38081.336,38287.506,38308.503,120719,115013,17735680,8036352,49181,1,2026-08-03T10:26:41.551831Z
M3,92,saturated,M3,false,1320.000,1.729,2.288,2.691,38066.055,38290.245,38306.489,123380,116071,17997824,8175616,49395,21,2026-08-03T10:26:41.551831Z
M3,93,saturated,M3,false,1321.000,1.656,2.225,2.472,38070.967,38283.808,38308.396,126044,117625,18268160,8290304,49423,1,2026-08-03T10:26:41.551831Z
M3,94,saturated,M3,false,1300.000,1.755,2.413,4.303,38090.708,38313.654,38346.181,128704,119240,18456576,8413184,49221,13,2026-08-03T10:26:41.551831Z
M3,95,saturated,M3,false,1224.000,1.797,2.529,19.851,38138.011,38335.563,38359.630,131279,120328,18735104,8519680,49496,15,2026-08-03T10:26:41.551831Z
M3,96,saturated,M3,false,1360.000,1.542,2.276,2.561,38173.715,38389.213,38409.294,133831,121823,18939904,8642560,49339,1,2026-08-03T10:26:41.551831Z
M3,97,saturated,M3,false,1300.000,1.757,2.487,2.799,38178.732,38401.726,38423.140,136514,123044,19177472,8749056,49205,0,2026-08-03T10:26:41.551831Z
M3,98,saturated,M3,false,1300.000,1.753,2.430,3.128,38171.038,38387.839,38433.096,139132,124216,19447808,8888320,49476,1,2026-08-03T10:26:41.551831Z
M3,99,saturated,M3,false,1300.000,1.815,2.550,3.011,38136.005,38353.750,38379.532,141765,125807,19693568,8994816,49359,22,2026-08-03T10:26:41.551831Z
M3,100,saturated,M3,false,1209.000,1.647,3.837,25.720,38192.584,38419.834,38450.799,144298,126714,19890176,9093120,49316,18,2026-08-03T10:26:41.551831Z
M3,101,saturated,M3,false,1302.000,1.565,2.299,8.771,38219.765,38453.642,38477.219,146787,127880,20144128,9224192,49335,1,2026-08-03T10:26:41.551831Z
M3,102,saturated,M3,false,1320.000,1.781,2.403,3.206,38239.890,38462.273,38476.255,149431,129477,20504576,9322496,49369,1,2026-08-03T10:26:41.551831Z
M3,103,saturated,M3,false,1300.000,1.702,2.304,2.601,38240.528,38463.576,38480.299,152068,130555,20660224,9437184,49316,1,2026-08-03T10:26:41.551831Z
M3,104,saturated,M3,false,1320.000,1.799,2.453,2.815,38236.513,38464.307,38496.696,154703,131822,20963328,9568256,49335,0,2026-08-03T10:26:41.551831Z
M3,105,saturated,M3,false,1320.000,1.578,2.628,4.025,38247.054,38461.605,38477.383,778,132920,21135360,9715712,49369,21,2026-08-03T10:27:41.622528Z
M3,106,saturated,M3,false,1320.000,1.660,2.322,2.714,38253.367,38475.825,38491.855,3446,134254,21250048,9838592,49296,9,2026-08-03T10:27:41.622528Z
M3,107,saturated,M3,false,1313.000,1.722,2.355,2.905,38227.350,38453.482,38480.175,6094,135521,21504000,9961472,49355,1,2026-08-03T10:27:41.622528Z
M3,108,saturated,M3,false,1309.000,1.687,2.423,8.295,38213.322,38442.548,38473.678,8736,136900,21766144,10084352,49367,1,2026-08-03T10:27:41.622528Z
M3,109,saturated,M3,false,1280.000,1.892,2.469,2.728,38155.388,38381.764,38398.229,11247,138234,21995520,10207232,49338,22,2026-08-03T10:27:41.622528Z
M3,110,saturated,M3,false,1243.000,1.501,2.614,14.153,38254.493,38468.272,38495.787,13860,139485,22249472,10321920,49412,27,2026-08-03T10:27:41.622528Z
M3,111,saturated,M3,false,1340.000,1.631,2.325,8.971,38259.854,38491.134,38506.093,16434,140802,22454272,10452992,49212,3,2026-08-03T10:27:41.622528Z
M3,112,saturated,M3,false,1320.000,1.714,2.368,2.714,38250.193,38476.834,38511.248,19095,141940,22724608,10584064,49396,18,2026-08-03T10:27:41.622528Z
M3,113,saturated,M3,false,1320.000,1.504,2.167,3.988,38146.381,38391.443,38412.687,21779,143426,22970368,10715136,49377,6,2026-08-03T10:27:41.622528Z
M3,114,saturated,M3,false,1320.000,1.751,2.375,2.978,38126.088,38350.793,38379.702,24295,144762,23207936,10829824,49267,21,2026-08-03T10:27:41.622528Z
M3,115,saturated,M3,false,1280.000,1.754,2.296,2.824,38116.384,38339.197,38371.954,27058,146690,23478272,10969088,49396,17,2026-08-03T10:27:41.622528Z
M3,116,saturated,M3,false,1341.000,1.685,2.315,2.680,38198.245,38422.076,38438.643,29772,148419,23715840,11100160,49364,22,2026-08-03T10:27:41.622528Z
M3,117,saturated,M3,false,1319.000,1.851,2.380,2.663,38158.986,38383.550,38405.720,32191,149238,23945216,11198464,49223,1,2026-08-03T10:27:41.622528Z
M3,118,saturated,M3,false,1301.000,1.780,2.612,3.769,38143.013,38359.879,38390.343,34714,150627,24182784,11345920,49449,20,2026-08-03T10:27:41.622528Z
M3,119,saturated,M3,false,1321.000,1.768,2.311,2.681,38113.929,38343.814,38378.974,37462,152068,24428544,11452416,49327,1,2026-08-03T10:27:41.622528Z
M3,120,saturated,M3,false,1223.000,1.541,3.511,22.303,38073.218,38296.731,38325.395,40026,153162,24657920,11575296,49340,21,2026-08-03T10:27:41.622528Z
M3,121,saturated,M3,false,1340.000,1.414,2.424,8.238,38214.683,38440.988,38475.967,42426,75709,10444800,4440064,49311,15,2026-08-03T10:27:41.622528Z
M3,122,saturated,M3,false,1195.000,1.710,3.845,5.410,38183.085,38422.490,38438.591,45085,77038,10690560,4554752,49469,3,2026-08-03T10:27:41.622528Z
M3,123,saturated,M3,false,1305.000,1.656,2.640,3.486,38159.840,38380.408,38399.152,47524,78427,10919936,4669440,49380,21,2026-08-03T10:27:41.622528Z
M3,124,saturated,M3,false,1300.000,1.829,3.582,3.911,38284.495,38524.332,38570.584,50153,79449,11124736,4816896,49191,1,2026-08-03T10:27:41.622528Z
M3,125,saturated,M3,false,1340.000,1.664,2.395,2.973,38245.209,38472.290,38517.945,52813,80858,11419648,4956160,49429,1,2026-08-03T10:27:41.622528Z
M3,126,saturated,M3,false,1306.000,1.675,3.637,5.237,38144.073,38368.833,38398.208,55472,82387,11640832,5079040,49415,9,2026-08-03T10:27:41.622528Z
M3,127,saturated,M3,false,1369.000,1.522,2.641,3.680,38201.305,38423.622,38451.458,58147,83451,11870208,5185536,49130,22,2026-08-03T10:27:41.622528Z
M3,128,saturated,M3,false,1313.000,1.789,2.421,3.146,38197.603,38420.588,38467.112,60858,84811,12148736,5316608,49455,1,2026-08-03T10:27:41.622528Z
M3,129,saturated,M3,false,1300.000,1.648,2.254,7.194,38016.424,38251.791,38280.631,63490,86436,12369920,5431296,49455,2,2026-08-03T10:27:41.622528Z
